SYMBOL,TICKER,COMPANY NAME,CURRENT PRICE,OPEN,HIGH,LOW,CLOSE PRICE,CHANGE,CHANGE %,VOLUME AVG,52WHIGH,52W-LOW,MARKET CAP(CR),3D CHART
SJVN,NSE:SJVN,SJVN Limited,78.99,78.94,79.53,78.7,78.57,0.42,0.53,2375859,124.5,77.7,31197.75527,
SKFINDIA,NSE:SKFINDIA,SKF India Limited,1939,1950.8,1959,1927,1950.8,-11.8,-0.6,35425,2491.12,1693.1,9625.199878,
SKIL,NSE:SKIL,SKIL Infrastructure Limited,1.23,1.23,1.3,1.23,1.3,-0.07,-5.38,124916,5.85,1.12,25.57991,
SKIPPER,NSE:SKIPPER,Skipper Limited,472,476.25,481.8,465.6,476.25,-4.25,-0.89,264817,665,342.5,5321.8472,
SKMEGGPROD,NSE:SKMEGGPROD,SKM Egg Products Export (India) Limited,437,441.15,447.1,432.55,440.7,-3.7,-0.84,123966,465,154,1116.04618,
SKYGOLD,NSE:SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,333.2,338,343.5,330.35,337.6,-4.4,-1.3,1072018,488.55,246.05,5155.283917,
SMARTLINK,NSE:SMARTLINK,Smartlink Holdings Limited,135.7,135.83,135.83,132.42,133.83,1.87,1.4,18761,229.65,119.5,127.7362865,
SMARTWORKS,NSE:SMARTWORKS,Smartworks Coworking Spaces Limited,489,501,504.35,482.8,505.95,-16.95,-3.35,96408,619,392.7,5835.003247,
SMCGLOBAL,NSE:SMCGLOBAL,SMC Global Securities Limited,62.5,60.65,63.4,59.61,60.04,2.46,4.1,166095,80,50.5,1254.9225,
SMLISUZU,NSE:SMLISUZU,SML Isuzu Limited,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SMLT,NSE:SMLT,Sarthak Metals Limited,98.16,101.2,102.82,97.65,100.69,-2.53,-2.51,66974,182.8,96.05,129.3327741,
SMSLIFE,NSE:SMSLIFE,SMS Lifesciences India Limited,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SMSPHARMA,NSE:SMSPHARMA,SMS Pharmaceuticals Limited,320,327.35,335,311.4,322.3,-2.3,-0.71,906716,335,176.05,2511.100426,
SNOWMAN,NSE:SNOWMAN,Snowman Logistics Limited,43,44.3,44.98,42.81,44.32,-1.32,-2.98,269669,80.7,42.81,696.90057,
SOBHA,NSE:SOBHA,Sobha Limited,1535.6,1574,1582,1535,1572.6,-37,-2.35,169384,1732.5,1075.3,15755.36324,
SOFTTECH,NSE:SOFTTECH,Softtech Engineers Limited,346,337.95,351.7,337.95,354.05,-8.05,-2.27,6607,612.05,296,425.2111589,
SOLARA,NSE:SOLARA,Solara Active Pharma Sciences Limited,517.75,523.75,527.9,517.75,523.75,-6,-1.15,130300,882.8,442.8,2293.338838,
SOLARINDS,NSE:SOLARINDS,Solar Industries India Limited,13340,13527,13590,13290,13460,-120,-0.89,92112,17820,8482.5,119238.883,
SOMANYCERA,NSE:SOMANYCERA,Somany Ceramics Limited,427.5,432.7,434.1,426,430.45,-2.95,-0.69,16063,737,395.25,1750.408155,
SOMATEX,NSE:SOMATEX,Soma Textiles & Industries Limited,123.02,122.98,123.02,122.98,125.49,-2.47,-1.97,34833,161.25,34.53,420.8783498,
SOMICONVEY,NSE:SOMICONVEY,Somi Conveyor Beltings Limited,127,134,134,124.01,132.24,-5.24,-3.96,14663,227.9,124.01,144.132173,
SONACOMS,NSE:SONACOMS,Sona BLW Precision Forgings Limited,509.5,511.9,520.6,507.8,507.2,2.3,0.45,2172332,697.45,380,31612.34188,
SONAMLTD,NSE:SONAMLTD,SONAM LIMITED,45.74,45.55,45.8,44.31,45.27,0.47,1.04,59197,84.95,37,173.9204101,
SONATSOFTW,NSE:SONATSOFTW,Sonata Software Limited,357.95,362.85,363.05,355.55,360.4,-2.45,-0.68,866824,687.1,286.4,9923.259151,
SOTL,NSE:SOTL,Savita Oil Technologies Limited,373.3,368.9,378.75,367.1,368,5.3,1.44,18256,610.6,343.25,2465.089456,
SOUTHBANK,NSE:SOUTHBANK,The South Indian Bank Limited,40.11,39.99,40.25,39.54,39.78,0.33,0.83,52371141,41.65,22.3,10502.69135,
SOUTHWEST,NSE:SOUTHWEST,South West Pinnacle Exploration Limited,195.9,190.5,204.2,190.5,189.55,6.35,3.35,370055,205.95,99.06,565.4323958,
SPAL,NSE:SPAL,S. P. Apparels Limited,785.8,774,804.4,765.05,767.2,18.6,2.42,58715,995,628,1970.695217,
SPANDANA,NSE:SPANDANA,Spandana Sphoorty Financial Limited,267,272,275,265.1,272.25,-5.25,-1.93,479301,494.19,183.55,2062.8757,
SPARC,NSE:SPARC,Sun Pharma Advanced Research Company Limited,136.61,133.74,136.91,132.3,133.74,2.87,2.15,600821,241,109.3,4402.008639,
SPCENET,NSE:SPCENET,Spacenet Enterprises India Limited,8.3,8.33,8.65,8.26,8.33,-0.03,-0.36,957271,24.95,4.78,470.1598188,
SPECIALITY,NSE:SPECIALITY,Speciality Restaurants Limited,128.5,129.94,130.3,128.01,129.89,-1.39,-1.07,39890,162.8,114.41,602.5740513,
SPECTRUM,NSE:SPECTRUM,Spectrum Electrical Industries Limited,1299.9,1224.4,1305.1,1210,1232,67.9,5.51,7559,2249.95,1096,1826.28562,
SPENCERS,NSE:SPENCERS,Spencer's Retail Limited,45.95,46.23,46.91,45.8,46.71,-0.76,-1.63,126317,97.3,43.21,393.0273784,
SPIC,NSE:SPIC,Southern Petrochemicals Industries Corporation Limited,86.45,86.44,87.14,86,86.44,0.01,0.01,520154,128.2,66.22,1730.560188,
SPLIL,NSE:SPLIL,SPL Industries Limited,38.51,38.86,39.26,38.5,38.86,-0.35,-0.9,41081,70,30.4,109.3955447,
SPLPETRO,NSE:SPLPETRO,Supreme Petrochem Limited,666.6,652.4,678,652.4,660.4,6.2,0.94,88701,979,518.05,12660.40004,
SPMLINFRA,NSE:SPMLINFRA,SPML Infra Limited,198.75,203.75,204.9,192.45,201.75,-3,-1.49,161030,323.4,136.3,1360.574925,
SPORTKING,NSE:SPORTKING,Sportking India Limited,95.75,97.98,97.98,94.32,97.4,-1.65,-1.69,136841,140,69.91,1151.19076,
SRD,NSE:SRD,Shankar Lal Rampal Dye-Chem Limited,66.46,64.21,66.5,64.21,64.99,1.47,2.26,20278,96.8,52,419.2072107,
SREEL,NSE:SREEL,Sreeleathers Limited,230.88,228,231.64,227.11,227.37,3.51,1.54,5440,279.7,215.42,527.6524705,
SRF,NSE:SRF,SRF Limited,2834.9,2810,2864.2,2810,2809.8,25.1,0.89,469033,3325,2196.85,84037.5175,
SRGHFL,NSE:SRGHFL,SRG Housing Finance Limited,264,272.4,277.85,263.15,272.4,-8.4,-3.08,3198,414,255.1,410.987544,
SRHHYPOLTD,NSE:SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,531,521,536.05,521,522.35,8.65,1.66,7667,870,464.3,893.736189,
SRM,NSE:SRM,SRM Contractors Limited,582,593.7,595.95,576.2,591.35,-9.35,-1.58,154091,649.95,287.05,1310.58252,
SRPL,NSE:SRPL,Shree Ram Proteins Limited,0.68,0.68,0.68,0.65,0.67,0.01,1.49,418274,1.52,0.46,28.5430139,
SSDL,NSE:SSDL,Saraswati Saree Depot Limited,82,83,83,80.45,81.3,0.7,0.86,24654,153.85,80.01,321.393588,
SSWL,NSE:SSWL,Steel Strips Wheels Limited,192.98,196.15,197.01,192,194.23,-1.25,-0.64,206870,280,167.41,3012.238262,
STALLION,NSE:STALLION,Stallion India Fluorochemicals Limited,177.85,178.1,184.1,177.85,187.2,-9.35,-4.99,958153,423.8,60,1403.633509,
STANLEY,NSE:STANLEY,Stanley Lifestyles Limited,223.65,227.15,227.15,223.65,224.9,-1.25,-0.56,83401,462,223.25,1270.226496,
STAR,NSE:STAR,Strides Pharma Science Limited,893,904,913,883.3,903.1,-10.1,-1.12,794778,1025,513.05,8061.922737,
STARCEMENT,NSE:STARCEMENT,Star Cement Limited,226.9,231.7,231.7,226,229.6,-2.7,-1.18,267298,308.95,172.11,8887.429978,
STARHEALTH,NSE:STARHEALTH,Star Health and Allied Insurance Company Limited,491,490.4,493,487.75,489.8,1.2,0.25,628519,534,327.3,28908.95076,
STARPAPER,NSE:STARPAPER,Star Paper Mills Limited,165.4,164.17,168.78,164.17,164.15,1.25,0.76,5657,246.75,152.49,254.4996474,
STARTECK,NSE:STARTECK,Starteck Finance Limited,292.6,296.6,296.85,292.6,293.85,-1.25,-0.43,14719,364.5,253.85,292.6468221,
STCINDIA,NSE:STCINDIA,The State Trading Corporation of India Limited,117.31,120.65,121.5,117.31,119.43,-2.12,-1.78,65188,181.4,104.11,699.8631164,
STEELCAS,NSE:STEELCAS,Steelcast Limited,219,221.49,225.1,218,221.49,-2.49,-1.12,115896,255.8,142.11,2121.626229,
STEELCITY,NSE:STEELCITY,Steel City Securities Limited,94.24,97.4,97.5,94.15,96.93,-2.69,-2.78,6518,135.83,85.51,135.9689977,
STEELXIND,NSE:STEELXIND,STEEL EXCHANGE INDIA LIMITED,8.79,8.72,8.89,8.72,8.72,0.07,0.8,1368889,11.55,7.06,1105.457784,
STEL,NSE:STEL,Stel Holdings Limited,505.55,492,598,492,501.7,3.85,0.77,7813,598,310.1,898.8916391,
STERTOOLS,NSE:STERTOOLS,Sterling Tools Limited,285,282.7,285,280.6,279.9,5.1,1.82,57080,744.3,270,1006.327747,
STLTECH,NSE:STLTECH,Sterlite Technologies Limited,106.12,108.3,108.8,106,108.59,-2.47,-2.27,1318834,140.4,54.24,5133.995445,
STOVEKRAFT,NSE:STOVEKRAFT,Stove Kraft Limited,615.45,620,632.45,614.15,623.75,-8.3,-1.33,160775,975.4,524.7,1945.123573,
STYLAMIND,NSE:STYLAMIND,Stylam Industries Limited,2075,2074.9,2090.9,1997.4,2063.6,11.4,0.55,83258,2661.9,1464.25,3476.905275,
STYLEBAAZA,NSE:STYLEBAAZA,Baazar Style Retail Limited,295.55,304.85,304.85,295.55,303.7,-8.15,-2.68,332435,392,181,2065.586723,
STYRENIX,NSE:STYRENIX,Styrenix Performance Materials Limited,2087.5,2077.5,2136.1,2055.8,2070.9,16.6,0.8,52566,3498,2000,3512.843,
SUBEXLTD,NSE:SUBEXLTD,Subex Limited,12.34,12.41,12.57,12.1,12.42,-0.08,-0.64,1516203,26.93,10.55,663.4847882,
SUBROS,NSE:SUBROS,Subros Limited,850.1,854.8,859,842.5,850.4,-0.3,-0.04,160919,1213.7,518,5429.12949,
SUDARSCHEM,NSE:SUDARSCHEM,Sudarshan Chemical Industries Limited,1003,1032,1034.6,1000,1033.5,-30.5,-2.95,110634,1603,796.15,7606.891296,
SUKHJITS,NSE:SUKHJITS,Sukhjit Starch & Chemicals Limited,152.39,149.3,153.3,149.3,149.3,3.09,2.07,7743,323,145.99,478.0864399,
SULA,NSE:SULA,Sula Vineyards Limited,238.7,236.95,239.45,236.55,236.55,2.15,0.91,304405,456,232.05,2002.01435,
SUMEETINDS,NSE:SUMEETINDS,Sumeet Industries Limited,31.61,30.5,32.39,30,30.87,0.74,2.4,200779,40.5,10.66,1705.608565,
SUMICHEM,NSE:SUMICHEM,Sumitomo Chemical India Limited,455.5,456.25,461,451.1,456.25,-0.75,-0.16,329433,665,442.95,22051.9803,
SUMIT,NSE:SUMIT,Sumit Woods Limited,74.27,77.7,77.7,73.36,76.13,-1.86,-2.44,65857,155.99,71,315.7450022,
SUMMITSEC,NSE:SUMMITSEC,Summit Securities Limited,2084,2073.9,2095.2,2073.8,2078.7,5.3,0.25,24108,3675,1380,2283.892189,
SUNCLAY,NSE:SUNCLAY,Sundaram Clayton Limited,1262,1241,1275,1226.2,1249.2,12.8,1.02,28445,2934,1187.8,2703.838832,
SUNDARAM,NSE:SUNDARAM,Sundaram Multi Pap Limited,1.84,1.84,1.9,1.8,1.81,0.03,1.66,952001,2.84,1.52,86.2560821,
SUNDARMFIN,NSE:SUNDARMFIN,Sundaram Finance Limited,4668,4748.8,4748.8,4630.1,4723.8,-55.8,-1.18,49249,5419,3925.05,51275.36592,
SUNDARMHLD,NSE:SUNDARMHLD,Sundaram Finance Holdings Limited,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SUNDRMBRAK,NSE:SUNDRMBRAK,Sundaram Brake Linings Limited,758,743.95,760,736,743.95,14.05,1.89,2093,1440,669.35,291.6023726,
SUNDRMFAST,NSE:SUNDRMFAST,Sundram Fasteners Limited,952,962.95,966.9,950.1,961.85,-9.85,-1.02,168318,1199,831.15,20425.8264,
SUNDROP,NSE:SUNDROP,Sundrop Brands Limited,759,749.25,763.7,739,758.1,0.9,0.12,11347,960.15,685,2780.655,
SUNFLAG,NSE:SUNFLAG,Sunflag Iron And Steel Company Limited,254,256,256.55,251.15,255.3,-1.3,-0.51,126395,322,196.37,4438.482997,
SUNPHARMA,NSE:SUNPHARMA,Sun Pharmaceutical Industries Limited,1809.5,1802.1,1814.9,1802.1,1804.9,4.6,0.25,1649731,1910,1548,426072.8318,
SUNTECK,NSE:SUNTECK,Sunteck Realty Limited,417.35,429.9,429.9,414,428.15,-10.8,-2.52,260290,545,347,5912.034256,
SUNTV,NSE:SUNTV,Sun TV Network Limited,567,549.7,569.9,549.25,548.05,18.95,3.46,165988,782.9,518.05,21985.88994,
SUPERHOUSE,NSE:SUPERHOUSE,Superhouse Limited,158,158,161.88,157,158,0,0,6089,229.8,129.53,172.3975575,
SUPERSPIN,NSE:SUPERSPIN,Super Spinning Mills Limited,9.04,9.39,9.41,8.6,9.21,-0.17,-1.85,23153,16.67,8.36,48.3266103,
SUPRAJIT,NSE:SUPRAJIT,Suprajit Engineering Limited,451.1,461,461.8,450.95,459.95,-8.85,-1.92,120717,517.65,350,6048.551877,
SUPREME,NSE:SUPREME,Supreme Holdings & Hospitality (India) Limited,82.5,82.11,83.74,81.7,82.11,0.39,0.47,63315,116.5,69.11,315.1238475,
SUPREMEENG,NSE:SUPREMEENG,Supreme Engineering Limited,1,0.97,1,0.95,0.99,0.01,1.01,76558,3.11,0.68,25.11252,
SUPREMEIND,NSE:SUPREMEIND,Supreme Industries Limited,3414,3459,3459,3401.4,3463.9,-49.9,-1.44,295578,5156.75,3095,43322.1745,
SUPREMEINF,NSE:SUPREMEINF,Supreme Infrastructure India Limited,93.98,91,94.88,87,90.75,3.23,3.56,14208,161.55,79.23,916.0211191,
SUPRIYA,NSE:SUPRIYA,Supriya Lifescience Limited,760,772,778.15,760,767.55,-7.55,-0.98,356954,842,556.15,5939.220412,
SURAJEST,NSE:SURAJEST,Suraj Estate Developers Limited,269,273.75,273.8,267.3,271.05,-2.05,-0.76,505733,729.85,263.35,1252.29722,
SURAJLTD,NSE:SURAJLTD,Suraj Limited,269.95,269.95,272,266,266.85,3.1,1.16,27986,530.4,260.05,485.5129255,
SURAKSHA,NSE:SURAKSHA,Suraksha Diagnostic Limited,291.35,295,296.2,290,293,-1.65,-0.56,35684,449,231,1518.276451,
SURANASOL,NSE:SURANASOL,Surana Solar Limited,29.41,29.35,29.77,29.1,29.13,0.28,0.96,56720,54.98,27.02,142.3768719,
SURANAT&P,NSE:SURANAT&P,Surana Telecom and Power Limited,20,20.33,20.79,19.8,20.37,-0.37,-1.82,125378,29.27,16.3,262.909,
SURYALAXMI,NSE:SURYALAXMI,Suryalakshmi Cotton Mills Limited,59.46,60.39,60.4,59.21,60.48,-1.02,-1.69,6446,105,54.5,107.9268551,
SURYAROSNI,NSE:SURYAROSNI,Surya Roshni Limited,261.2,266.5,266.6,261,264.9,-3.7,-1.4,680435,359,212.55,5546.634499,
SURYODAY,NSE:SURYODAY,Suryoday Small Finance Bank Limited,140.5,144.95,144.95,140.14,143.5,-3,-2.09,393075,161.48,97.97,1461.034396,
SUTLEJTEX,NSE:SUTLEJTEX,Sutlej Textiles and Industries Limited,34.1,34.65,34.9,34,34.04,0.06,0.18,38112,77.85,32.5,548.2102238,
SUULD,NSE:SUULD,Suumaya Industries Limited,1.68,1.69,1.8,1.68,1.77,-0.09,-5.08,17115,5.1,1.63,11.38722,
SUVEN,NSE:SUVEN,Suven Life Sciences Limited,174.38,178.89,178.99,173,175.13,-0.75,-0.43,138233,299.99,102.5,3765.987913,
SUVIDHAA,NSE:SUVIDHAA,Suvidhaa Infoserve Limited,3.71,3.7,3.8,3.65,3.7,0.01,0.27,89442,7.87,3.4,79.081581,
SUYOG,NSE:SUYOG,Suyog Telematics Limited,655,664.85,674.95,650,659.55,-4.55,-0.69,17872,1968.2,640,752.1483974,
SUZLON,NSE:SUZLON,Suzlon Energy Limited,54.96,55.7,55.9,54.81,55.58,-0.62,-1.12,72528965,74.3,46.15,75287.22321,
SVLL,NSE:SVLL,Shree Vasu Logistics Limited,696.2,691.5,728.2,687,703.95,-7.75,-1.1,2146,855.7,316,817.3959027,
SVPGLOB,NSE:SVPGLOB,SVP GLOBAL TEXTILES LIMITED,6.27,6.27,6.27,6.27,5.7,0.57,10,151459,7.41,2.37,54.8088474,
SWANDEF,NSE:SWANDEF,Swan Defence and Heavy Industries Limited,1087.85,1087.85,1087.85,1087.85,1036.05,51.8,5,1125,1087.85,37.8,5700.394,
SWANENERGY,NSE:SWANENERGY,Swan Energy Limited,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SWARAJENG,NSE:SWARAJENG,Swaraj Engines Limited,3740,3740.7,3775.1,3733.1,3740.7,-0.7,-0.02,19500,4720,2517,4489.14818,
SWELECTES,NSE:SWELECTES,Swelect Energy Systems Limited,705.1,700.9,716.9,698.5,701.6,3.5,0.5,20335,1151.9,461.1,1056.7905,
SWIGGY,NSE:SWIGGY,Swiggy Limited,385.75,392.45,394.4,385.25,392.4,-6.65,-1.69,7282674,617.3,297,88510.60863,
SWSOLAR,NSE:SWSOLAR,Sterling and Wilson Renewable Energy Limited,228.05,233,238,227.28,225.91,2.14,0.95,2330355,525.95,218.45,5334.288112,
SYMPHONY,NSE:SYMPHONY,Symphony Limited,862.55,870.4,871.6,860.05,868.2,-5.65,-0.65,60264,1454.8,855.5,5854.267363,
SYNCOMF,NSE:SYNCOMF,Syncom Formulations (India) Limited,15.6,16,16,15.6,15.74,-0.14,-0.89,1038867,23.87,14.1,1431.688475,
SYNGENE,NSE:SYNGENE,Syngene International Limited,641,650.7,650.7,638.2,646.85,-5.85,-0.9,610373,960.6,599.55,25329.23038,
SYRMA,NSE:SYRMA,Syrma SGS Technology Limited,850,861,864.25,834.45,857.3,-7.3,-0.85,2508097,909.9,370,15137.88312,
TAINWALCHM,NSE:TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,194,195.6,195.6,192,195.57,-1.57,-0.8,3373,327,186,179.8102192,
TAJGVK,NSE:TAJGVK,Taj GVK Hotels & Resorts Limited,405.55,406.85,409.6,403.9,403.35,2.2,0.55,152698,528.1,330.2,2463.73767,
TAKE,NSE:TAKE,Take Solutions Limited,30.91,31,31.9,30.9,30.88,0.03,0.1,1784754,32.1,6.51,446.1295915,
TALBROAUTO,NSE:TALBROAUTO,Talbros Automotive Components Limited,282.5,278.05,285.55,278,278.65,3.85,1.38,115566,352.7,200.2,1646.108573,
TANLA,NSE:TANLA,Tanla Platforms Limited,568.2,573.4,579.4,566,571,-2.8,-0.49,410168,794.4,409.35,7269.272538,
TARACHAND,NSE:TARACHAND,Tara Chand InfraLogistic Solutions Limited,78.6,78,78.7,76.35,77.84,0.76,0.98,271989,103.67,46.5,594.4803988,
TARAPUR,NSE:TARAPUR,Tarapur Transformers Limited,36.69,35.71,37.5,35,36.02,0.67,1.86,70564,50.85,21.5,73.7709658,
TARC,NSE:TARC,TARC Limited,138.95,134.49,145.91,134.49,134.03,4.92,3.67,862311,232.5,103.22,3915.498826,
TARIL,NSE:TARIL,Transformers And Rectifiers (India) Limited,283.8,294,294.9,282.5,291,-7.2,-2.47,3288110,648.9,282.2,8372.715486,
TARMAT,NSE:TARMAT,Tarmat Limited,51.33,51.5,52.5,51.3,51.36,-0.03,-0.06,47473,92.59,45.1,131.9711838,
TARSONS,NSE:TARSONS,Tarsons Products Limited,224.7,220.7,230.35,218.05,223.6,1.1,0.49,801284,464.3,198,1065.431189,
TASTYBITE,NSE:TASTYBITE,Tasty Bite Eatables Limited,8295,8385.5,8420,8250,8374.5,-79.5,-0.95,1150,11958,7543.4,2119.773149,
TATACHEM,NSE:TATACHEM,Tata Chemicals Limited,806,812.95,820,804.65,815,-9,-1.1,371362,1145.75,756,20595.20649,
TATACOMM,NSE:TATACOMM,Tata Communications Limited,1837.9,1850.7,1874.7,1826,1851,-13.1,-0.71,362764,2004,1291,52938.94582,
TATACONSUM,NSE:TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,1175.5,1187,1192.9,1168.3,1185.3,-9.8,-0.83,1578304,1202.8,882.9,116097.9622,
TATAELXSI,NSE:TATAELXSI,Tata Elxsi Limited,5190.5,5231.5,5261.5,5165,5229.5,-39,-0.75,298081,7474,4700,32361.8192,
TATAINVEST,NSE:TATAINVEST,Tata Investment Corporation Limited,758.4,770,773.3,751,766.6,-8.2,-1.07,2015985,1184.7,514.52,3839.179914,
TATAMOTORS,NSE:TATAMOTORS,Tata Motors Limited,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TATAPOWER,NSE:TATAPOWER,Tata Power Company Limited,391.9,392.4,399.95,391.5,391.5,0.4,0.1,4470316,447.7,326.35,125273.2616,
TATASTEEL,NSE:TATASTEEL,Tata Steel Limited,168.1,170.45,171,167.18,169.67,-1.57,-0.93,24308321,186.94,122.62,209787.799,
TATATECH,NSE:TATATECH,Tata Technologies Limited,677.5,685,689.45,674,683.3,-5.8,-0.85,535183,973.85,597,27125.98213,
TATVA,NSE:TATVA,Tatva Chintan Pharma Chem Limited,1495.9,1454,1523,1451.6,1451.5,44.4,3.06,262228,1610,621,3312.912733,
TBOTEK,NSE:TBOTEK,TBO Tek Limited,1698,1688.8,1711,1688.8,1687.2,10.8,0.64,379621,1845.55,996,18082.89159,
TBZ,NSE:TBZ,Tribhovandas Bhimji Zaveri Limited,174.95,172.97,174.95,172.5,172.8,2.15,1.24,305177,292,155.99,1162.219597,
TCI,NSE:TCI,Transport Corporation of India Limited,1095,1099.9,1105.5,1089.4,1099.9,-4.9,-0.45,18340,1309,876,8365.40556,
TCIEXP,NSE:TCIEXP,TCI Express Limited,588,583.4,592.45,572,580.35,7.65,1.32,21493,899,572,2307.18025,
TCIFINANCE,NSE:TCIFINANCE,TCI Finance Limited,11.17,11.25,11.25,10.71,11.15,0.02,0.18,11544,20.14,10.2,14.1221417,
TCPLPACK,NSE:TCPLPACK,TCPL Packaging Limited,3110,3151,3151,3102.5,3157.2,-47.2,-1.49,3844,4900,3000,2734.488026,
TCS,NSE:TCS,Tata Consultancy Services Limited,3134,3180,3180,3125,3162.9,-28.9,-0.91,2683840,4494.9,2866.6,1134980.79,
TDPOWERSYS,NSE:TDPOWERSYS,TD Power Systems Limited,792.65,797,811.7,785.15,795.65,-3,-0.38,1920843,849.95,293,11818.51491,
TEAMGTY,NSE:TEAMGTY,Team India Guaranty Limited,269,257.5,269,257.5,259,10,3.86,2111,291.9,221.3,240.7155108,
TEAMLEASE,NSE:TEAMLEASE,Teamlease Services Limited,1676,1712,1722.6,1661,1707,-31,-1.82,148294,3103,1630,2754.343911,
TECHM,NSE:TECHM,Tech Mahindra Limited,1506,1523,1532,1505,1520.4,-14.4,-0.95,1937625,1807.7,1209.4,147668.8039,
TECHNOE,NSE:TECHNOE,Techno Electric & Engineering Company Limited,1201.1,1190.7,1211.6,1176.9,1188.2,12.9,1.09,136675,1720,785.15,13761.92727,
TECILCHEM,NSE:TECILCHEM,TECIL Chemicals and Hydro Power Limited,19.57,19.99,19.99,18.71,19.7,-0.13,-0.66,879,42.16,14.66,37.1384385,
TEGA,NSE:TEGA,Tega Industries Limited,1923,1928,1941.5,1909.8,1928.1,-5.1,-0.26,114107,2125,1200.05,12779.9784,
TEJASNET,NSE:TEJASNET,Tejas Networks Limited,502,483.95,515,483.85,481.45,20.55,4.27,959202,1402.7,474.45,8775.196678,
TEMBO,NSE:TEMBO,Tembo Global Industries Limited,749.5,742,755.65,715.2,752.85,-3.35,-0.44,119080,905,386,1137.520647,
TERASOFT,NSE:TERASOFT,Tera Software Limited,535.6,535.6,535.6,520.3,510.1,25.5,5,23436,598,159.55,604.6811248,
TEXINFRA,NSE:TEXINFRA,Texmaco Infrastructure & Holdings Limited,103,102.79,103.36,102,102.79,0.21,0.2,167953,159.5,85.35,1275.88572,
TEXMOPIPES,NSE:TEXMOPIPES,Texmo Pipes and Products Limited,50.5,50,50.87,50,50.35,0.15,0.3,38543,72,44.5,147.4912595,
TEXRAIL,NSE:TEXRAIL,Texmaco Rail & Engineering Limited,129.4,129.5,131.75,129.03,128.7,0.7,0.54,879519,239.74,119.06,5248.892066,
TFCILTD,NSE:TFCILTD,Tourism Finance Corporation of India Limited,73.3,73,74.5,73,73.52,-0.22,-0.3,5801653,75.9,24.46,2923.905493,
TFL,NSE:TFL,Transwarranty Finance Limited,13.65,13.73,14,13.65,13.77,-0.12,-0.87,50227,28.45,11.75,73.6007296,
TGBHOTELS,NSE:TGBHOTELS,TGB Banquets And Hotels Limited,10.55,10.73,10.8,10.41,10.61,-0.06,-0.57,22520,16,9.05,30.3264819,
THANGAMAYL,NSE:THANGAMAYL,Thangamayil Jewellery Limited,3243,3250,3267.4,3190,3251.2,-8.2,-0.25,237272,3470,1523.1,9909.24847,
THEINVEST,NSE:THEINVEST,The Investment Trust Of India Limited,122.48,121.61,123.25,120,121.99,0.49,0.4,12227,217.01,111.15,627.102707,
THEJO,NSE:THEJO,Thejo Engineering Limited,1668,1687.8,1727.1,1644.8,1704.8,-36.8,-2.16,5043,2485.8,1446,1768.268484,
THELEELA,NSE:THELEELA,Schloss Bangalore Limited,412.35,417.95,419.35,409.6,414.25,-1.9,-0.46,433938,474.4,382.5,13311.94061,
THEMISMED,NSE:THEMISMED,Themis Medicare Limited,106.5,108.23,108.29,104.83,107.16,-0.66,-0.62,81311,303.7,98,958.3375875,
THERMAX,NSE:THERMAX,Thermax Limited,2940,2933.5,2952.7,2911.2,2933,7,0.24,105854,4989,2840,32202.3198,
THOMASCOOK,NSE:THOMASCOOK,Thomas Cook (India) Limited,148,151,152.76,146.56,150.3,-2.3,-1.53,634427,224.5,118.25,7003.91145,
THOMASCOTT,NSE:THOMASCOTT,Thomas Scott (India) Limited,354,353.8,362.4,348,360.8,-6.8,-1.88,65807,509,190.31,533.1144578,
THYROCARE,NSE:THYROCARE,Thyrocare Technologies Limited,1472,1500.4,1506.8,1470,1495.7,-23.7,-1.58,651639,1610,658,7634.320161,
TI,NSE:TI,Tilaknagar Industries Limited,471,475,479.4,464.1,473.05,-2.05,-0.43,1587682,549.7,199.53,11575.18767,
TICL,NSE:TICL,Twamev Construction and Infrastructure Limited,29.4,29.16,29.73,28.55,29.16,0.24,0.82,807074,59.23,19.35,456.061908,
TIIL,NSE:TIIL,Technocraft Industries (India) Limited,2394.5,2462,2469.9,2376.9,2462,-67.5,-2.74,7800,3383,2050,5161.055219,
TIINDIA,NSE:TIINDIA,Tube Investments of India Limited,2840,2898.9,2898.9,2831.6,2880.7,-40.7,-1.41,258133,3825,2407.1,55205.4536,
TIJARIA,NSE:TIJARIA,Tijaria Polypipes Limited,6.55,6.67,6.67,6.52,6.67,-0.12,-1.8,62281,14.2,4.88,19.3620374,
